,disability,stayed_in_emergency_shelter,minority,hospitalized_due_to_malnutrition,marital_status,Gender,num_shelters_year,years_not_in_residence,Age,num_times_relocated_month,days_since_hot_meal,num_dependents,avg_meal_per_day
459,no,yes,yes,yes,married,other,4,1,26,9,259,2,0
460,yes,no,no,no,single,male,6,13,29,11,491,2,0
461,yes,yes,no,yes,married,other,5,7,52,7,254,2,0
462,no,yes,yes,no,married,female,4,11,26,4,159,3,0
463,yes,yes,yes,no,single,male,4,11,19,6,207,1,0
464,yes,no,no,yes,single,other,1,12,56,13,461,1,0
465,yes,yes,no,no,married,male,2,8,48,18,256,2,1
466,no,no,yes,no,married,male,1,7,25,6,98,0,1
467,yes,yes,yes,no,married,other,9,5,28,4,500,2,0
468,no,no,no,no,married,female,9,7,25,11,105,0,0
469,no,no,yes,yes,single,male,2,15,32,9,516,2,0
470,yes,no,yes,no,single,male,1,4,18,14,176,0,0
471,yes,no,no,yes,married,female,4,14,51,13,438,2,0
472,yes,no,no,yes,single,female,2,10,19,19,468,1,1
473,yes,no,no,no,married,female,6,9,24,20,209,2,1
474,yes,no,no,no,single,male,2,13,52,11,591,3,1
475,no,no,yes,no,married,other,9,5,27,16,508,2,0
476,no,yes,no,no,married,other,3,7,60,20,103,3,1
477,yes,no,yes,no,single,female,2,12,53,10,140,2,0
478,yes,yes,no,yes,married,female,8,3,55,9,290,1,0
479,yes,yes,no,yes,married,female,3,6,57,7,529,1,1
480,no,no,yes,yes,single,female,2,12,18,19,37,1,1
481,yes,yes,yes,yes,single,other,5,13,59,17,98,0,1
482,yes,yes,no,yes,single,female,2,15,34,13,535,0,1
483,no,yes,yes,no,single,other,5,7,41,15,432,3,0
484,no,yes,yes,no,married,other,7,4,54,10,342,3,1
485,yes,yes,yes,no,single,female,3,6,49,7,295,3,0
486,yes,yes,yes,yes,married,female,6,8,31,16,427,1,0
487,no,yes,yes,yes,married,female,4,6,32,11,264,1,0
488,no,yes,no,yes,single,female,2,5,61,6,297,3,1
489,no,no,yes,no,married,male,9,7,39,12,34,3,1
490,yes,no,yes,yes,single,other,3,9,30,11,56,0,1
491,yes,yes,yes,no,single,other,8,15,35,17,232,1,0
492,no,yes,no,yes,married,other,1,14,44,17,435,0,0
493,no,no,yes,yes,single,other,9,3,64,12,149,3,1
494,no,no,no,no,married,other,10,9,56,16,125,0,1
495,no,yes,no,no,single,other,8,3,26,12,236,1,1
496,yes,no,no,yes,single,male,3,4,58,8,328,2,1
497,no,no,no,no,single,female,2,1,53,20,88,2,0
498,no,yes,yes,no,married,female,1,5,60,15,107,2,0
499,yes,no,yes,no,married,other,3,10,58,19,479,0,0
500,no,no,no,yes,single,female,10,8,35,10,121,0,0
501,no,no,yes,no,single,other,3,9,65,13,419,2,0
502,no,no,no,no,single,male,9,9,40,12,316,3,0
503,yes,yes,no,no,single,other,10,8,65,14,113,3,1
504,yes,yes,yes,yes,married,male,1,12,56,14,147,1,1
505,no,no,yes,no,single,other,7,10,22,10,353,1,1
506,no,yes,no,no,married,male,1,2,30,7,123,0,0
507,yes,yes,yes,no,married,male,4,10,48,7,177,1,0
508,yes,yes,yes,no,married,female,1,8,45,10,556,0,1
509,no,yes,yes,no,married,female,1,5,29,4,343,1,1
510,yes,no,no,no,married,female,5,4,25,14,375,0,0
511,yes,no,no,yes,single,male,8,4,21,13,178,1,0
512,no,yes,no,no,single,other,1,3,41,7,557,1,1
513,yes,no,no,yes,single,female,2,10,52,6,371,2,1
514,yes,yes,yes,no,married,male,7,10,22,20,298,3,0
515,no,no,yes,no,married,male,1,8,57,16,489,2,1
516,no,yes,no,no,single,male,1,14,42,4,187,2,0
517,yes,no,yes,no,single,female,2,5,28,14,130,2,0
518,no,no,yes,no,single,male,5,15,21,20,344,0,1
519,yes,no,no,yes,married,male,4,10,26,20,153,0,0
520,no,no,no,yes,single,male,7,1,59,12,497,0,0
521,no,no,yes,yes,single,female,3,8,44,18,262,3,1
522,yes,no,yes,yes,married,female,3,14,27,15,111,1,0
523,no,yes,no,yes,married,female,6,13,57,8,494,2,1
524,yes,yes,no,no,single,other,2,6,34,14,374,3,1
525,no,no,no,no,single,male,1,13,44,8,187,1,0
526,no,yes,yes,yes,married,other,9,1,57,9,69,2,0
527,no,yes,yes,yes,single,male,5,14,41,6,171,3,1
528,no,no,no,no,single,male,6,13,50,18,541,2,0
529,no,no,yes,yes,single,female,9,6,39,11,356,3,1
530,yes,no,no,yes,married,male,8,3,41,14,152,3,0
531,no,no,yes,no,single,female,3,1,46,12,527,2,1
532,yes,yes,no,no,married,other,8,6,32,7,361,2,1
533,yes,no,yes,no,married,male,7,6,47,19,422,2,0
534,no,yes,yes,no,single,other,2,8,39,11,529,3,1
535,no,no,no,no,single,male,4,5,65,11,151,3,0
536,no,no,yes,yes,married,male,4,3,65,5,320,2,1
537,no,no,no,no,single,other,3,3,63,16,438,2,1
538,no,yes,yes,no,married,male,10,5,63,18,428,3,1
539,no,yes,no,yes,single,female,10,2,65,8,436,3,1
540,yes,yes,no,yes,married,female,6,15,35,15,298,3,0
541,no,no,no,yes,single,other,1,10,19,6,497,1,1
542,no,yes,yes,yes,single,other,4,4,56,4,312,3,0
543,no,no,no,no,single,female,7,12,27,20,516,0,0
544,yes,no,yes,yes,single,female,3,15,24,5,557,0,0
545,yes,yes,yes,yes,married,female,1,13,43,9,474,2,1
546,yes,no,no,yes,single,female,10,9,31,15,114,3,1
547,no,no,yes,no,married,female,3,11,50,19,82,0,0
548,yes,no,no,yes,married,female,9,11,44,7,296,2,0
549,yes,no,yes,yes,married,female,8,10,37,4,68,3,0
550,yes,no,yes,yes,married,male,4,15,42,17,257,3,0
551,yes,no,no,yes,married,other,5,4,44,8,247,2,0
552,yes,yes,yes,yes,single,other,6,15,26,18,218,3,0
553,no,yes,no,yes,single,female,5,4,60,10,445,0,1
554,no,no,yes,yes,married,male,10,7,49,8,160,2,0
555,yes,no,yes,no,single,female,3,14,55,4,446,0,0
556,yes,no,yes,no,single,female,2,10,57,20,319,1,1
557,yes,no,yes,yes,married,other,8,11,37,6,418,3,1
558,yes,yes,no,yes,single,male,10,5,28,11,126,1,1
559,no,no,yes,no,married,other,9,14,38,5,372,1,1
560,no,yes,no,no,married,other,2,3,60,11,492,0,1
561,yes,no,yes,no,married,female,7,13,53,5,106,2,0
562,yes,no,no,no,married,male,6,11,61,19,580,0,0
563,yes,yes,no,yes,married,male,8,1,33,18,72,3,1
564,yes,yes,no,yes,single,male,9,14,35,6,307,3,0
565,yes,no,no,yes,married,other,1,12,64,12,523,2,1
566,no,no,yes,yes,married,male,2,4,28,10,67,1,0
567,no,yes,yes,no,married,male,10,11,53,19,155,1,1
568,no,yes,yes,yes,single,female,4,8,34,19,424,1,1
569,yes,no,yes,no,single,other,1,10,57,10,80,1,0
570,no,yes,yes,yes,single,female,3,11,27,9,56,1,0
571,no,no,yes,no,single,female,8,13,22,6,131,1,1
572,no,yes,no,no,single,male,3,15,51,16,294,1,0
573,yes,yes,no,yes,single,other,7,2,51,15,323,1,0
574,yes,yes,no,no,married,other,5,10,20,9,386,0,0
575,no,yes,yes,no,single,male,4,13,45,14,339,0,0
576,yes,yes,no,no,single,other,4,4,63,8,536,3,1
577,yes,yes,no,yes,married,other,1,2,51,20,194,2,0
578,yes,yes,no,yes,married,male,6,15,55,19,544,1,0
579,yes,no,no,yes,single,other,1,10,31,10,67,3,0
580,no,no,no,yes,married,male,8,12,65,10,533,1,0
581,no,no,yes,yes,married,male,5,3,52,13,238,0,1
582,no,no,no,no,married,female,10,2,49,14,320,1,1
583,no,yes,no,no,single,other,2,11,60,16,539,2,1
584,no,yes,no,no,married,male,9,10,33,4,511,1,1
585,no,no,no,yes,single,male,8,10,41,15,103,1,0
586,no,no,no,yes,married,male,9,3,46,10,447,0,1
587,no,yes,yes,yes,single,other,5,6,30,18,180,0,0
588,yes,no,no,no,married,other,5,6,63,16,319,3,1
589,yes,no,no,no,single,female,7,15,20,20,481,0,0
590,no,no,no,yes,married,other,7,2,34,6,534,3,0
591,no,no,no,yes,single,other,4,15,62,6,527,1,1
592,no,yes,yes,yes,married,female,7,11,18,7,98,3,1
593,no,no,yes,no,single,male,1,1,59,8,543,1,0
594,no,yes,yes,no,married,female,10,4,64,9,396,2,1
595,no,yes,yes,no,single,female,5,5,27,14,151,0,0
596,yes,yes,yes,no,married,female,6,12,46,4,118,3,1
597,yes,yes,yes,no,married,female,4,3,25,16,116,3,1
598,yes,yes,yes,no,single,female,7,12,51,9,113,1,1
599,no,yes,no,no,single,other,5,4,53,13,518,0,1
600,no,yes,no,yes,single,female,7,11,49,17,35,3,1
601,yes,no,yes,no,single,male,7,8,51,15,122,1,1
602,yes,yes,yes,yes,single,male,3,15,44,16,496,2,1
603,no,yes,no,no,single,female,9,1,53,14,137,1,1
604,yes,yes,yes,yes,single,male,7,12,33,19,417,1,0
605,yes,yes,no,yes,married,female,1,15,44,6,460,3,0
606,yes,yes,no,no,married,male,5,9,61,16,355,2,0
607,no,yes,no,no,single,male,9,15,57,4,399,3,0
608,no,no,no,yes,single,female,6,5,28,11,152,1,1
609,no,no,no,yes,married,male,4,5,33,11,169,1,0
610,yes,no,yes,yes,single,female,10,13,56,14,103,2,1
611,no,yes,yes,yes,single,male,2,9,38,7,227,2,0
612,yes,no,no,yes,married,other,8,12,62,19,540,2,1
613,yes,yes,no,no,single,female,4,7,55,17,162,0,1
614,yes,no,no,no,single,male,1,13,64,9,268,2,0
615,no,no,yes,yes,married,male,1,4,37,10,270,0,0
616,yes,yes,no,yes,married,female,2,7,18,19,168,3,1
617,no,no,no,no,single,male,3,2,46,10,349,2,1
618,no,yes,yes,yes,married,male,3,2,21,9,235,1,1
619,yes,yes,no,no,single,other,6,8,54,19,150,3,0
620,yes,yes,no,no,married,other,5,4,57,12,521,1,0
621,yes,no,yes,yes,married,male,6,4,43,5,97,2,0
622,yes,no,no,yes,married,male,1,5,32,17,289,3,0
623,yes,yes,yes,no,single,other,7,3,19,19,378,3,1
624,no,no,yes,yes,married,other,7,1,38,18,187,1,1
625,no,no,yes,no,married,other,8,11,18,19,243,2,1
626,yes,no,yes,yes,single,male,9,10,31,7,208,1,1
627,no,yes,yes,no,single,female,9,6,37,10,535,2,0
628,yes,no,yes,no,married,female,2,6,55,17,339,1,1
629,no,no,yes,yes,married,other,9,5,35,18,443,0,1
630,no,no,yes,yes,married,other,8,7,36,4,288,1,1
631,yes,yes,yes,no,married,male,1,3,30,19,502,2,1
632,yes,no,yes,no,single,female,4,9,65,16,597,1,1
633,no,yes,yes,yes,married,other,9,13,42,13,127,0,0
634,no,yes,yes,yes,married,female,10,12,18,11,51,3,0
635,yes,no,yes,yes,single,female,9,8,37,19,563,0,0
636,yes,no,no,no,married,male,1,12,22,13,151,0,1
637,yes,yes,no,no,single,male,5,4,56,9,208,2,1
638,yes,yes,yes,yes,married,male,8,11,28,15,300,1,1
639,yes,no,no,yes,married,male,5,6,56,5,335,2,1
640,yes,no,no,yes,single,other,8,2,31,6,527,3,1
641,no,yes,no,no,single,female,7,9,52,20,347,2,0
642,yes,no,no,yes,single,other,7,13,21,18,131,1,1
643,yes,yes,yes,yes,married,other,8,8,51,10,162,3,0
644,no,no,no,yes,single,other,8,6,41,18,154,0,1
645,no,no,no,no,single,female,3,14,58,6,32,0,0
646,no,no,yes,yes,single,male,5,12,48,9,439,0,1
647,yes,yes,yes,yes,married,other,2,13,47,15,291,3,0
648,no,yes,no,yes,single,other,5,8,31,7,426,2,0
649,yes,yes,yes,yes,single,other,3,10,46,18,433,0,0
650,no,no,yes,yes,married,other,6,10,36,13,35,0,0
651,no,yes,yes,no,married,other,3,5,47,9,264,1,1
652,no,no,yes,yes,single,other,6,14,41,16,537,0,0
653,yes,yes,yes,no,married,female,6,14,29,14,380,0,1
654,no,no,yes,yes,single,other,9,1,39,10,265,2,0
655,yes,no,yes,yes,married,other,9,11,40,10,380,1,1
656,yes,no,yes,yes,married,other,6,7,23,8,183,1,0
657,yes,no,yes,no,single,male,5,15,64,20,532,3,1
658,yes,no,no,no,single,male,7,11,63,18,462,2,1
659,yes,yes,no,yes,married,male,5,10,62,14,131,3,1
660,no,yes,yes,no,married,male,2,2,62,19,290,3,1
661,yes,no,yes,yes,single,female,3,10,59,6,335,0,1
662,no,yes,yes,yes,married,other,10,5,32,15,394,2,1
663,no,yes,no,no,married,other,8,9,55,4,233,0,0
664,no,no,yes,yes,single,other,10,12,30,4,389,1,0
665,no,no,no,no,single,male,6,5,41,8,127,1,0
666,yes,yes,yes,yes,married,female,9,14,36,6,171,0,1
667,no,yes,no,yes,single,male,7,5,54,18,521,1,0
668,yes,no,no,no,single,male,3,10,22,12,554,3,1
669,yes,no,yes,no,single,female,9,2,49,18,376,1,0
670,yes,yes,no,no,married,female,8,14,60,6,206,3,1
671,no,yes,no,yes,married,male,8,11,31,15,331,1,0
672,yes,no,yes,no,single,other,10,13,25,19,67,3,1
673,no,yes,yes,yes,single,other,1,2,54,5,335,1,0
674,yes,yes,no,no,single,male,8,9,63,13,567,1,1
675,yes,yes,yes,no,single,other,2,2,25,6,420,3,0
676,yes,yes,yes,yes,single,other,9,5,64,10,446,0,0
677,no,no,no,yes,single,other,5,14,47,15,80,0,1
678,yes,no,no,yes,single,male,4,6,41,19,551,0,1
679,no,yes,yes,yes,single,male,2,5,24,18,418,2,1
680,no,yes,yes,yes,single,female,5,13,23,13,492,2,1
681,yes,no,no,no,married,female,10,3,56,12,429,3,1
682,yes,yes,no,no,married,other,4,2,51,9,596,3,1
683,yes,no,no,no,married,male,6,12,51,12,527,0,0
684,no,yes,yes,yes,married,male,5,11,44,5,446,3,0
685,no,yes,yes,yes,single,male,3,11,30,8,484,3,0
686,yes,no,yes,yes,married,male,10,11,52,9,348,0,0
687,yes,no,yes,no,married,female,1,5,43,10,233,2,1
688,no,yes,yes,yes,married,other,4,13,43,5,550,1,0
689,yes,yes,no,no,married,male,5,8,45,13,349,0,1
690,yes,no,yes,yes,married,male,9,2,45,10,205,0,1
691,yes,no,no,yes,single,female,8,10,45,4,590,3,1
692,no,yes,no,no,married,male,1,12,23,12,64,1,0
693,no,no,yes,no,single,female,4,6,23,4,406,3,0
694,no,yes,yes,yes,single,female,1,6,57,15,538,1,0
695,no,yes,yes,yes,married,male,10,5,48,7,444,2,0
696,no,no,no,yes,married,other,10,14,40,11,457,1,1
697,yes,no,no,yes,single,other,1,9,30,5,58,3,0
698,no,no,yes,yes,married,other,8,15,62,13,265,2,0
699,no,no,yes,no,single,female,2,9,63,13,299,3,0
700,no,no,yes,yes,married,male,9,12,28,16,145,1,0
701,yes,yes,yes,no,single,other,3,7,37,17,398,2,0
702,no,yes,no,no,married,male,9,12,63,18,495,2,0
703,no,yes,no,yes,married,male,6,4,51,17,501,2,0
704,no,no,no,no,married,other,6,10,41,10,489,1,0
705,yes,yes,yes,no,married,other,2,15,48,10,481,1,1
706,no,no,yes,no,married,female,9,6,54,8,458,3,1
707,no,no,no,yes,married,female,7,4,24,8,588,2,0
708,no,no,no,no,married,female,8,10,65,16,586,0,1
709,no,yes,no,no,single,female,3,11,61,14,315,2,0
710,no,yes,no,no,married,female,2,7,38,12,377,1,1
711,no,no,no,yes,married,other,6,15,40,5,295,2,1
712,yes,no,yes,no,married,other,5,8,34,14,590,2,0
713,no,no,yes,yes,single,male,6,8,62,18,264,1,0
714,yes,yes,no,no,married,male,2,12,57,11,393,0,0
715,yes,no,yes,yes,single,male,8,14,56,9,312,0,0
716,yes,no,no,no,married,other,1,9,38,13,84,1,0
717,yes,no,yes,no,married,other,8,9,59,15,577,0,0
718,no,no,yes,no,single,female,7,8,25,11,57,1,0
719,no,no,yes,no,married,female,5,14,29,17,99,0,0
720,no,yes,yes,no,married,female,6,4,61,6,509,0,0
721,no,no,yes,yes,married,male,8,8,21,4,406,3,1
722,yes,yes,yes,yes,married,female,4,3,34,9,43,1,0
723,no,no,yes,yes,married,female,7,10,61,5,281,3,1
724,yes,no,no,yes,married,female,6,15,53,12,353,1,0
725,yes,yes,no,no,single,other,6,6,26,14,315,1,1
726,yes,no,no,no,married,male,5,8,62,7,402,2,0
727,yes,no,yes,yes,married,male,2,5,64,5,115,2,1
728,yes,no,yes,no,married,male,4,14,65,12,525,3,0
729,yes,yes,no,no,single,male,6,11,53,15,130,2,0
730,yes,no,yes,yes,single,female,6,1,30,19,159,0,0
731,no,no,yes,yes,single,male,2,13,19,17,187,3,0
732,no,no,no,yes,married,female,4,7,47,11,413,1,1
733,no,no,no,no,single,female,7,3,54,8,57,2,1
734,no,no,yes,yes,single,other,2,2,52,8,512,3,0
735,no,yes,no,yes,single,female,8,4,47,12,39,3,1
736,no,yes,no,no,single,other,3,10,50,17,115,2,1
737,yes,yes,no,yes,married,male,10,10,37,17,184,3,0
738,yes,yes,yes,yes,single,female,8,4,45,19,443,2,1
739,no,yes,no,no,married,female,4,8,60,10,248,0,1
740,yes,yes,no,yes,married,other,6,5,18,6,245,3,1
741,yes,no,no,yes,married,male,10,14,43,13,398,0,0
742,yes,yes,no,yes,single,male,9,15,26,4,67,3,0
743,no,no,yes,no,single,female,1,8,22,10,568,1,1
744,yes,yes,no,yes,married,female,7,14,53,13,496,3,1
745,no,no,no,yes,single,other,3,3,56,14,540,0,0
746,no,yes,yes,no,single,male,6,3,29,13,289,3,1
747,yes,yes,yes,no,married,other,3,9,24,12,530,0,1
748,no,yes,yes,yes,single,other,3,11,49,19,584,3,1
749,no,no,yes,no,single,female,8,14,24,10,39,1,1
750,no,yes,no,no,married,female,7,3,50,16,269,1,1
751,yes,no,yes,no,single,male,5,6,32,17,553,2,1
752,no,yes,yes,no,single,other,2,8,26,11,274,1,1
753,no,no,no,no,single,other,6,14,35,14,263,1,1
754,no,yes,yes,no,married,male,10,3,26,14,381,1,1
755,no,no,yes,yes,married,male,10,11,26,7,97,1,1
756,no,yes,no,yes,married,other,5,2,37,19,162,3,0
757,no,no,no,no,single,other,3,10,19,4,216,2,0
758,yes,no,no,yes,single,female,3,11,44,7,574,0,0
759,no,no,no,no,single,female,10,14,51,9,287,1,0
760,no,yes,yes,yes,single,female,5,9,25,16,394,1,0
761,no,no,no,no,single,female,5,2,51,4,512,2,1
762,yes,no,yes,no,single,other,5,13,21,8,73,0,0
763,yes,no,yes,yes,single,other,2,13,54,5,593,0,0
764,no,no,no,yes,married,other,7,15,45,10,332,2,0
765,no,yes,yes,yes,single,female,6,15,28,6,572,2,0
766,no,no,yes,no,married,female,9,9,52,9,280,2,0
767,no,no,no,yes,married,female,4,2,64,5,163,0,1
768,yes,yes,no,no,married,other,4,15,41,12,143,1,1
769,no,yes,no,no,single,female,8,5,41,13,283,3,0
770,yes,no,yes,yes,single,other,3,1,46,17,565,1,1
771,yes,no,yes,no,single,female,5,5,61,13,586,3,0
772,yes,yes,no,no,married,male,3,15,63,9,494,3,1
773,no,yes,no,no,married,other,8,1,28,17,244,3,0
774,no,no,yes,yes,single,other,7,13,18,13,583,2,1
775,yes,no,no,no,single,female,4,9,56,6,435,3,1
776,yes,yes,no,no,married,other,7,10,58,10,91,2,1
777,yes,no,no,no,married,female,4,3,26,9,208,1,0
778,yes,yes,no,yes,married,male,2,7,37,7,255,1,0
779,no,yes,no,yes,single,female,3,12,44,12,451,3,0
780,yes,no,yes,yes,single,other,7,6,65,12,104,2,0
781,no,no,yes,no,single,male,7,1,61,18,205,1,0
782,yes,no,no,no,married,female,2,14,62,14,414,2,1
783,yes,yes,no,no,single,female,5,12,22,14,141,1,1
784,yes,yes,no,no,married,male,1,12,59,10,376,2,0
785,no,no,no,no,married,male,2,8,46,13,100,0,1
786,yes,no,no,yes,single,male,10,13,18,17,428,1,0
787,no,no,yes,yes,married,other,6,11,59,9,424,3,0
788,no,no,yes,no,single,female,4,10,54,15,566,3,1
789,yes,yes,yes,no,single,female,10,11,31,19,61,1,1
790,no,no,yes,no,single,female,10,10,46,16,344,0,0
791,yes,no,yes,yes,single,other,8,12,27,18,169,0,1
792,no,yes,no,yes,married,female,4,3,33,8,257,0,1
793,yes,yes,no,no,single,female,6,10,34,20,151,2,1
794,yes,yes,yes,no,married,female,3,6,21,11,532,3,0
795,no,yes,yes,yes,married,other,9,11,59,14,438,3,1
796,yes,no,yes,no,single,female,9,12,36,6,331,0,1
797,yes,yes,no,no,married,male,10,8,25,10,575,0,1
798,yes,yes,no,no,single,male,6,14,49,10,373,0,0
799,no,yes,yes,yes,married,male,6,4,45,7,198,0,0
800,no,yes,yes,yes,single,male,9,4,31,7,197,3,1
801,no,no,yes,yes,single,male,4,4,36,16,478,3,1
802,yes,yes,no,no,single,female,6,15,22,12,105,0,0
803,no,no,yes,yes,single,other,2,8,39,16,517,2,0
804,yes,no,yes,no,married,other,10,9,28,10,398,1,1
805,yes,no,yes,no,single,male,8,1,49,4,533,0,1
806,no,no,no,yes,married,female,9,9,20,12,513,0,0
807,yes,no,yes,yes,single,other,10,5,38,8,94,2,0
808,no,no,no,no,single,female,9,5,22,20,560,0,1
809,no,yes,yes,yes,married,other,6,10,60,19,50,0,1
810,no,no,no,no,married,female,8,9,65,16,336,3,0
811,yes,no,yes,no,married,other,5,14,50,17,494,1,0
812,yes,yes,yes,no,married,male,5,3,21,10,357,1,1
813,yes,no,yes,no,single,other,10,15,39,12,137,0,1
814,no,yes,yes,yes,married,male,7,3,19,15,432,3,1
815,no,yes,no,yes,single,male,8,10,27,19,523,0,1
816,yes,yes,yes,no,married,other,5,12,41,19,460,0,1
817,no,no,no,no,single,other,8,8,54,4,590,0,1
818,no,no,yes,no,married,male,3,13,64,17,485,3,0
819,yes,yes,no,yes,single,male,6,5,32,17,328,2,0
820,no,no,yes,no,married,other,4,12,38,20,257,2,0
821,yes,yes,yes,no,married,female,5,12,42,4,513,2,1
822,no,no,yes,yes,married,female,1,14,33,14,449,0,1
823,yes,no,no,yes,married,other,10,13,22,9,81,1,0
824,yes,no,no,yes,single,male,4,4,25,6,514,2,0
825,yes,no,yes,no,single,male,10,14,55,11,162,1,1
826,yes,no,no,yes,married,female,2,7,62,19,215,3,0
827,yes,no,no,yes,single,female,4,10,19,7,365,2,1
828,yes,no,no,no,single,male,7,10,37,18,491,3,0
829,no,yes,yes,no,married,male,5,15,61,7,285,3,1
830,yes,no,yes,yes,single,other,3,4,42,20,379,3,0
831,yes,no,no,no,single,male,7,13,31,19,306,1,1
832,no,yes,yes,yes,single,male,7,13,63,6,444,3,1
833,no,yes,yes,no,single,male,7,14,24,4,352,2,1
834,yes,no,no,yes,single,other,5,5,58,18,378,0,0
835,no,no,yes,yes,single,male,9,1,23,10,509,0,0
836,no,no,no,no,single,male,9,3,24,9,459,2,1
837,yes,yes,yes,yes,single,other,9,3,59,16,428,3,1
838,yes,yes,no,no,single,female,4,2,51,11,384,0,1
839,yes,no,yes,yes,single,male,3,11,25,14,310,0,0
840,yes,no,no,no,married,female,8,6,47,4,147,1,0
841,no,yes,no,no,married,female,9,13,30,19,175,3,1
842,yes,yes,yes,no,single,other,1,14,53,18,255,3,0
843,no,yes,no,no,single,male,4,7,60,11,205,0,1
844,yes,yes,no,yes,married,other,8,12,65,9,600,1,1
845,no,yes,no,yes,single,other,5,12,39,13,417,3,1
846,no,yes,yes,no,single,male,3,5,21,8,430,3,1
847,yes,yes,no,yes,single,male,6,13,62,15,596,1,0
848,yes,no,no,yes,married,other,4,4,38,11,107,1,0
849,no,yes,no,no,single,female,6,5,50,17,464,3,0
850,yes,no,yes,yes,married,male,5,8,58,18,180,3,0
851,no,yes,yes,no,married,other,8,1,55,16,288,3,0
852,yes,yes,no,yes,married,other,1,13,39,5,232,3,0
853,no,no,no,no,married,female,1,11,26,17,235,3,0
854,no,yes,no,yes,married,other,10,6,32,20,442,1,0
855,no,no,no,yes,single,other,8,8,42,4,534,1,0
856,yes,yes,yes,yes,single,male,7,10,37,14,480,0,0
857,no,yes,yes,no,married,other,2,2,37,15,110,3,0
858,no,yes,no,no,single,other,3,15,19,9,358,0,1
859,yes,yes,no,no,married,female,7,7,61,7,547,3,0
860,no,yes,yes,no,single,female,3,14,61,14,576,0,1
861,yes,yes,yes,no,single,female,10,11,58,14,432,0,1
862,yes,no,yes,yes,single,female,3,3,49,18,270,2,0
863,no,yes,yes,yes,married,female,1,15,57,17,157,2,1
864,no,yes,no,yes,married,other,2,12,61,19,179,1,1
865,yes,yes,no,yes,married,other,7,11,28,20,271,2,1
866,yes,no,yes,no,married,other,5,13,62,14,451,0,0
867,yes,no,no,no,single,other,3,3,56,10,367,1,1
868,yes,yes,yes,yes,married,male,1,1,22,8,397,0,1
869,yes,no,yes,no,single,other,5,8,57,6,226,0,0
870,yes,yes,yes,no,married,other,7,13,61,8,235,0,0
871,no,yes,yes,no,married,male,5,9,56,9,445,2,0
872,yes,no,yes,yes,single,male,5,2,35,17,138,0,0
873,yes,no,yes,no,single,female,10,15,60,7,566,3,0
874,no,yes,yes,yes,single,other,5,5,33,5,116,0,1
875,yes,yes,yes,no,single,female,5,7,61,10,128,1,1
876,no,yes,no,no,married,male,7,5,36,7,317,2,0
877,no,yes,yes,yes,married,female,4,8,32,10,409,1,0
878,no,no,no,no,married,male,1,13,45,19,149,3,0
879,no,no,no,yes,single,other,5,2,37,11,302,1,0
880,no,no,yes,no,single,male,4,11,63,16,474,0,0
881,no,yes,yes,no,single,male,10,5,19,8,444,2,0
882,no,no,yes,no,married,other,6,14,60,4,503,2,1
883,yes,no,yes,yes,married,male,3,15,21,17,150,3,1
884,yes,no,yes,no,married,female,8,3,65,6,444,2,0
885,no,no,yes,no,single,female,3,6,60,18,487,0,0
886,yes,no,no,yes,married,male,7,13,53,19,280,0,1
887,yes,yes,yes,yes,married,female,2,11,55,7,252,1,0
888,no,yes,no,yes,single,male,10,3,51,11,314,2,0
889,no,no,yes,yes,married,male,2,3,53,7,547,3,0
890,no,yes,yes,yes,single,male,1,12,49,19,534,2,0
891,yes,yes,no,yes,single,female,3,2,40,18,365,1,1
892,yes,yes,no,no,married,other,3,6,36,19,276,0,0
893,no,no,no,yes,married,male,4,13,35,15,537,0,1
894,no,no,no,yes,single,male,8,6,52,20,37,1,1
895,no,yes,no,yes,married,female,2,1,25,15,447,2,1
896,no,yes,yes,no,single,other,9,6,35,11,483,0,0
897,yes,no,no,no,single,male,4,11,46,8,433,0,1
898,yes,yes,yes,no,single,female,4,11,21,20,524,2,1
899,no,no,no,yes,married,other,4,14,21,18,285,2,1
900,no,no,no,yes,married,male,9,11,31,5,548,2,0
901,yes,no,no,yes,single,other,1,7,56,16,261,3,1
902,no,no,yes,yes,single,female,1,1,55,6,67,1,1
903,yes,no,yes,no,single,female,2,6,21,5,313,3,0
904,no,yes,yes,no,married,male,3,7,57,14,162,0,1
905,yes,yes,yes,no,married,female,1,13,25,12,498,2,0
